Age,"Height, cm",Weight,Place of birth,Gold,Silver,Bronze,Total,Sport,Sex_F,Sex_M
26,184.0,78.0,70,0,0,0,0,19,0,1
20,185.0,73.0,52,0,0,0,0,2,0,1
27,175.0,68.0,89,0,0,0,0,5,0,1
26,198.0,88.0,89,0,0,0,0,22,0,1
23,155.0,50.0,32,0,0,1,1,5,1,0
19,163.0,50.0,168,0,0,0,0,2,1,0
50,171.0,70.0,168,0,0,0,0,13,0,1
21,165.0,57.0,56,0,0,0,0,6,1,0
23,160.0,48.0,57,0,0,0,0,5,1,0
22,173.0,61.0,81,0,0,0,0,7,1,0
37,175.0,56.0,186,0,0,0,0,8,1,0
27,175.0,70.0,80,0,0,0,0,2,0,1
35,161.0,52.0,32,0,0,0,0,13,1,0
18,183.0,76.0,66,0,0,0,0,6,0,1
29,180.0,65.0,92,0,0,0,0,15,0,1
25,175.0,68.0,114,0,0,0,0,15,0,1
26,195.0,85.0,81,0,0,0,0,11,0,1
24,188.0,93.0,186,1,1,0,2,6,0,1
26,174.0,72.0,184,0,0,0,0,6,1,0
24,163.0,47.0,167,0,0,0,0,2,1,0
32,173.0,77.0,186,0,0,0,0,16,1,0
27,186.0,61.0,84,0,0,0,0,2,1,0
25,184.0,76.0,61,0,0,0,0,2,0,1
27,175.0,64.0,49,0,0,0,0,2,1,0
26,165.0,58.0,18,0,0,0,0,2,1,0
31,183.0,70.0,129,0,0,0,0,11,1,0
25,150.0,48.0,7,0,0,0,0,4,1,0
45,175.0,64.0,4,0,0,0,0,2,0,1
25,189.0,83.0,57,0,0,0,0,20,0,1
29,196.0,90.0,62,1,0,0,1,6,0,1
26,173.0,72.0,186,0,0,0,0,4,1,0
31,165.0,57.0,73,0,0,0,0,2,1,0
25,170.0,60.0,80,0,0,0,0,2,1,0
25,183.0,77.0,62,0,0,0,0,11,0,1
20,190.0,81.0,81,0,0,0,0,6,0,1
23,186.0,80.0,108,0,0,0,0,11,0,1
34,171.0,63.0,66,0,0,0,0,16,1,0
31,180.0,69.0,62,0,0,0,0,11,1,0
34,177.0,73.0,129,0,0,0,0,11,1,0
31,172.0,60.0,151,0,0,0,0,6,1,0
26,183.0,85.0,151,0,0,0,0,2,1,0
26,163.0,72.0,42,0,0,0,0,4,1,0
24,178.0,72.0,57,0,0,0,0,11,1,0
26,173.0,84.0,186,0,0,0,0,4,0,1
25,191.0,81.0,135,0,0,0,0,23,0,1
30,170.0,63.0,165,0,0,0,0,9,0,1
18,180.0,68.0,159,0,0,0,0,6,1,0
26,180.0,120.0,32,0,0,0,0,4,0,1
26,191.0,100.0,24,0,0,0,0,1,0,1
27,165.0,52.0,7,0,0,0,0,6,1,0
22,170.0,74.0,89,0,0,0,0,6,1,0
23,175.0,74.0,89,0,0,0,0,3,1,0
21,176.0,63.0,62,0,0,0,0,15,1,0
34,176.0,96.0,57,0,0,0,0,2,1,0
19,182.0,80.0,81,0,0,0,0,6,0,1
18,180.0,100.0,3,0,0,0,0,17,0,1
23,186.0,87.0,83,0,0,0,0,6,0,1
25,195.0,95.0,70,0,0,0,0,6,0,1
25,178.0,73.0,186,0,0,0,0,11,0,1
25,173.0,80.0,144,0,0,0,0,20,0,1
19,177.0,90.0,62,0,0,0,0,2,0,1
28,177.0,72.0,184,0,0,0,0,12,1,0
27,160.0,60.0,180,0,0,0,0,4,0,1
39,188.0,105.0,70,0,0,0,0,9,0,1
22,165.0,91.0,186,0,0,0,0,2,1,0
23,176.0,69.0,17,0,0,0,0,6,0,1
31,200.0,95.0,89,0,0,0,0,16,0,1
24,167.0,47.0,149,0,0,0,0,2,1,0
39,191.0,93.0,168,0,0,0,0,11,0,1
27,189.0,71.0,11,0,0,0,0,2,0,1
24,177.0,65.0,62,0,0,0,0,2,0,1
32,180.0,81.0,70,0,1,0,1,1,0,1
23,173.0,59.0,32,0,0,0,0,2,1,0
25,186.0,80.0,66,0,0,0,0,11,0,1
42,189.0,104.0,32,0,0,0,0,11,0,1
15,167.0,60.0,66,0,0,0,0,5,1,0
23,181.0,70.0,162,0,0,0,0,16,1,0
25,178.0,64.0,186,0,0,0,0,2,1,0
22,180.0,76.0,90,0,0,0,0,2,0,1
33,170.0,70.0,57,0,0,0,0,1,1,0
29,175.0,120.0,189,0,0,0,0,1,1,0
29,154.0,48.0,57,0,0,0,0,1,1,0
25,185.0,218.0,76,0,0,0,0,1,0,1
20,173.0,81.0,57,0,0,0,0,3,1,0
19,183.0,73.0,119,0,0,0,0,6,0,1
20,175.0,70.0,66,0,0,0,0,2,1,0
30,167.0,46.0,66,0,0,0,0,2,1,0
24,180.0,88.0,178,0,0,0,0,2,0,1
28,184.0,90.0,50,0,0,0,0,19,0,1
22,175.0,64.0,32,0,0,0,0,2,1,0
20,172.0,58.0,93,0,0,0,0,2,1,0
22,180.0,72.0,42,0,0,0,0,13,0,1
18,171.0,58.0,50,0,0,0,0,6,1,0
26,165.0,60.0,11,0,0,0,0,10,1,0
24,167.0,49.0,149,0,0,0,0,2,1,0
25,179.0,68.0,149,0,0,0,0,12,0,1
23,180.0,65.0,11,0,0,0,0,20,0,1
34,170.0,62.0,184,0,0,0,0,20,1,0
24,178.0,66.0,11,0,0,0,0,2,1,0
27,174.0,65.0,144,0,0,0,0,15,0,1
30,162.0,55.0,144,0,1,0,1,9,1,0
26,170.0,55.0,89,0,0,0,0,6,1,0
45,181.0,105.0,81,0,0,0,0,9,0,1
16,155.0,43.0,159,0,0,0,0,6,1,0
26,211.0,115.0,70,0,0,0,0,16,0,1
19,186.0,80.0,81,0,0,0,0,6,0,1
24,179.0,70.0,165,0,0,0,0,11,1,0
23,183.0,71.0,57,0,0,0,0,2,1,0
23,183.0,90.0,117,0,0,0,0,1,0,1
26,177.0,70.0,159,0,0,0,0,15,0,1
17,183.0,73.0,48,0,0,0,0,6,0,1
21,179.0,69.0,81,0,0,0,0,3,1,0
24,190.0,90.0,151,0,0,0,0,6,0,1
27,178.0,68.0,151,0,0,0,0,2,1,0
25,196.0,93.0,90,0,0,0,0,2,0,1
21,186.0,84.0,180,0,0,0,0,4,0,1
18,172.0,63.0,184,0,0,0,0,5,0,1
22,197.0,80.0,184,0,0,0,0,2,0,1
24,198.0,118.0,184,0,0,0,0,1,0,1
38,176.0,91.0,184,0,0,0,0,9,0,1
26,173.0,58.0,29,0,0,0,0,9,1,0
23,180.0,81.0,0,0,0,0,0,2,0,1
24,172.0,60.0,89,0,0,0,0,2,1,0
35,188.0,85.0,89,0,0,0,0,16,0,1
17,174.0,61.0,62,0,0,1,1,6,1,0
33,183.0,74.0,62,0,0,0,0,11,0,1
26,191.0,81.0,129,0,0,0,0,15,0,1
25,172.0,65.0,18,0,0,0,0,10,1,0
31,192.0,82.0,18,0,0,0,0,15,0,1
23,182.0,80.0,172,0,0,0,0,11,0,1
25,165.0,53.0,172,0,0,0,0,2,1,0
18,175.0,66.0,186,0,0,0,0,6,1,0
29,170.0,73.0,173,0,0,0,0,1,0,1
25,195.0,128.0,81,0,0,0,0,1,0,1
25,178.0,63.0,151,0,0,0,0,2,0,1
33,172.0,91.0,178,0,0,0,0,2,1,0
21,162.0,60.0,120,0,0,0,0,2,1,0
26,190.0,80.0,151,0,0,0,0,16,1,0
29,178.0,93.0,151,0,0,0,0,20,0,1
23,180.0,78.0,186,0,0,0,0,2,1,0
25,189.0,100.0,101,0,0,0,0,1,0,1
31,163.0,50.0,184,0,0,0,0,2,1,0
16,164.0,54.0,89,0,0,0,0,6,1,0
30,182.0,110.0,62,0,0,0,0,2,0,1
28,180.0,77.0,24,0,0,0,0,6,0,1
29,190.0,96.0,184,0,0,0,0,11,0,1
31,182.0,73.0,151,0,0,0,0,2,0,1
31,177.0,72.0,187,0,0,0,0,19,1,0
24,181.0,69.0,129,0,0,0,0,10,1,0
34,175.0,62.0,129,0,0,0,0,11,1,0
32,183.0,70.0,129,0,0,1,1,1,1,0
18,179.0,59.0,89,0,0,0,0,16,1,0
23,175.0,65.0,89,0,0,0,0,16,1,0
30,170.0,62.0,62,0,0,0,0,2,1,0
20,183.0,73.0,62,0,0,0,0,2,0,1
23,180.0,81.0,18,0,0,0,0,1,0,1
29,157.0,46.0,111,0,0,0,0,2,1,0
58,181.0,78.0,18,0,0,0,0,13,0,1
22,190.0,75.0,18,0,0,0,0,2,0,1
23,175.0,73.0,186,0,0,1,1,5,0,1
18,173.0,54.0,111,0,0,0,0,2,0,1
34,170.0,58.0,111,0,0,0,0,2,0,1
20,184.0,69.0,62,0,0,0,0,6,0,1
29,180.0,74.0,87,0,0,0,0,11,1,0
18,163.0,59.0,62,0,0,0,0,5,1,0
24,177.0,66.0,129,0,0,0,0,11,1,0
29,196.0,86.0,178,0,0,0,0,6,0,1
29,175.0,73.0,186,0,0,0,0,22,0,1
25,183.0,76.0,84,0,0,0,0,2,0,1
25,169.0,60.0,11,0,0,0,0,10,1,0
28,171.0,59.0,11,0,0,0,0,2,1,0
24,183.0,67.0,135,0,0,0,0,6,1,0
21,182.0,81.0,93,0,0,0,0,1,0,1
31,178.0,70.0,159,0,0,0,0,15,0,1
21,173.0,72.0,159,0,0,0,0,14,0,1
35,189.0,88.0,66,0,0,0,0,19,0,1
27,184.0,75.0,66,0,0,0,0,16,1,0
28,178.0,60.0,159,0,0,0,0,15,0,1
24,196.0,82.0,162,0,0,0,0,16,1,0
25,187.0,82.0,12,0,0,0,0,6,0,1
29,174.0,58.0,32,0,0,0,0,2,0,1
26,171.0,64.0,66,0,0,0,0,13,0,1
27,185.0,100.0,149,0,0,0,0,1,0,1
24,185.0,77.0,16,0,0,0,0,2,0,1
22,182.0,77.0,16,0,0,0,0,2,0,1
24,202.0,88.0,29,0,0,0,0,16,0,1
24,201.0,87.0,29,0,0,0,0,16,0,1
24,174.0,64.0,165,0,0,0,0,11,0,1
24,198.0,85.0,189,0,0,0,0,2,0,1
25,160.0,47.0,53,0,0,0,0,8,1,0
37,178.0,78.0,89,0,0,0,0,13,0,1
21,174.0,66.0,11,0,0,0,0,2,1,0
24,192.0,92.0,70,0,0,0,0,19,0,1
26,175.0,70.0,45,0,0,0,0,2,0,1
24,168.0,63.0,70,0,0,0,0,20,1,0
27,182.0,68.0,50,0,0,0,0,15,0,1
19,175.0,78.0,70,0,0,0,0,18,0,1
27,194.0,88.0,121,0,0,0,0,3,0,1
36,180.0,76.0,66,0,0,0,0,9,0,1
29,174.0,71.0,150,0,0,0,0,10,1,0
27,158.0,43.0,84,0,0,0,0,2,1,0
36,158.0,50.0,62,0,0,0,0,9,1,0
16,163.0,52.0,11,0,0,0,0,5,1,0
25,183.0,90.0,70,0,0,0,0,19,0,1
23,169.0,60.0,70,0,0,0,0,10,1,0
24,179.0,98.0,70,0,0,0,0,9,0,1
22,171.0,63.0,129,0,0,0,0,2,1,0
29,179.0,91.0,74,0,0,0,0,9,0,1
29,161.0,54.0,89,0,0,0,0,15,1,0
44,175.0,66.0,32,0,0,0,0,13,1,0
28,198.0,123.0,186,0,0,0,0,2,0,1
22,183.0,109.0,186,0,0,0,0,2,1,0
20,186.0,73.0,38,0,0,0,0,6,0,1
20,198.0,79.0,32,0,0,0,0,2,0,1
23,196.0,95.0,66,0,0,0,0,6,0,1
17,168.0,71.0,11,0,0,0,0,6,1,0
33,178.0,75.0,14,0,0,0,0,2,0,1
25,167.0,59.0,32,0,0,0,0,20,1,0
22,175.0,64.0,186,0,0,0,0,2,1,0
27,183.0,76.0,11,0,0,0,0,3,1,0
32,193.0,93.0,186,0,0,0,0,2,1,0
24,185.0,70.0,66,0,0,0,0,8,0,1
22,178.0,68.0,66,0,0,0,0,8,0,1
26,172.0,70.0,165,0,0,0,0,11,1,0
34,170.0,66.0,89,0,0,0,0,9,0,1
18,174.0,63.0,62,0,0,0,0,6,1,0
23,187.0,83.0,7,0,0,0,0,16,0,1
20,180.0,77.0,129,0,0,0,0,2,0,1
23,163.0,61.0,186,0,1,0,1,5,1,0
33,184.0,103.0,66,0,0,1,1,1,1,0
25,186.0,76.0,151,0,0,0,0,8,0,1
22,172.0,56.0,184,0,0,0,0,2,1,0
22,174.0,64.0,144,0,0,0,0,7,0,1
16,165.0,56.0,60,0,0,0,0,6,1,0
19,180.0,75.0,172,0,0,0,0,11,0,1
25,177.0,65.0,50,0,0,0,0,2,0,1
37,169.0,67.0,24,0,0,0,0,9,0,1
21,165.0,68.0,11,0,0,0,0,18,1,0
24,170.0,63.0,135,0,0,0,0,20,1,0
28,183.0,70.0,70,0,0,0,0,9,0,1
28,162.0,55.0,165,0,0,0,0,2,1,0
25,188.0,80.0,66,0,0,0,0,2,0,1
23,168.0,50.0,11,0,0,0,0,2,1,0
25,193.0,98.0,186,0,0,0,0,3,0,1
27,180.0,70.0,184,0,0,0,0,2,0,1
40,180.0,90.0,165,0,0,0,0,9,0,1
27,192.0,90.0,62,0,0,0,0,1,0,1
23,159.0,56.0,11,0,0,0,0,5,1,0
30,192.0,125.0,131,0,0,0,0,2,0,1
25,189.0,77.0,70,0,0,0,0,2,0,1
24,172.0,53.0,149,0,0,0,0,2,1,0
26,189.0,81.0,18,0,0,0,0,2,0,1
27,172.0,60.0,89,0,0,0,0,6,1,0
26,185.0,80.0,20,0,0,0,0,6,0,1
24,183.0,88.0,186,0,0,0,0,6,0,1
22,189.0,75.0,101,0,0,0,0,12,0,1
31,205.0,115.0,46,0,0,0,0,3,0,1
26,160.0,43.0,59,0,0,0,0,2,1,0
24,183.0,74.0,66,0,0,0,0,20,0,1
30,158.0,50.0,184,0,0,0,0,2,1,0
21,186.0,82.0,135,0,0,0,0,11,0,1
32,170.0,75.0,184,0,0,0,0,4,1,0
41,178.0,88.0,84,0,0,0,0,9,0,1
29,189.0,82.0,66,0,0,0,0,6,0,1
29,185.0,88.0,178,0,0,0,0,2,0,1
24,173.0,74.0,186,0,0,0,0,4,0,1
35,193.0,106.0,84,0,0,0,0,11,0,1
30,180.0,70.0,11,0,0,0,0,13,0,1
33,182.0,81.0,66,0,0,0,0,1,0,1
28,158.0,48.0,94,0,0,0,0,2,1,0
31,191.0,92.0,149,0,0,0,0,3,0,1
26,200.0,115.0,46,0,0,0,0,3,0,1
21,181.0,65.0,57,0,0,0,0,2,0,1
19,165.0,60.0,36,0,0,0,0,22,0,1
26,160.0,55.0,184,0,0,0,0,4,1,0
26,198.0,97.0,0,0,0,0,0,16,0,1
21,178.0,67.0,184,0,0,0,0,2,0,1
29,181.0,75.0,20,0,0,0,0,8,0,1
23,187.0,74.0,150,0,0,0,0,7,0,1
25,170.0,50.0,144,0,0,0,0,2,1,0
25,189.0,83.0,184,0,0,0,0,2,0,1
37,188.0,120.0,186,0,0,0,0,4,0,1
26,163.0,50.0,84,0,0,0,0,2,1,0
28,175.0,58.0,97,0,0,0,0,2,0,1
29,171.0,52.0,66,0,0,0,0,2,1,0
27,171.0,68.0,70,0,0,0,0,9,1,0
28,175.0,83.0,70,0,0,0,0,2,1,0
34,180.0,67.0,37,0,0,0,0,9,0,1
19,167.0,56.0,81,0,0,0,0,6,1,0
20,183.0,73.0,186,0,0,0,0,6,1,0
28,193.0,86.0,32,0,0,1,1,6,0,1
25,193.0,85.0,186,0,0,0,0,2,0,1
27,182.0,86.0,0,0,0,0,0,2,0,1
29,173.0,66.0,150,0,0,0,0,19,1,0
30,172.0,60.0,42,0,0,0,0,2,1,0
32,175.0,83.0,26,0,0,0,0,11,0,1
27,170.0,61.0,53,0,0,0,0,15,0,1
30,155.0,46.0,42,0,0,0,0,2,1,0
28,164.0,48.0,145,0,0,0,0,2,1,0
22,178.0,67.0,186,0,0,0,0,2,0,1
33,181.0,63.0,52,0,0,0,0,16,1,0
20,174.0,69.0,57,0,0,0,0,2,0,1
36,165.0,53.0,57,0,0,0,0,2,0,1
21,167.0,53.0,129,0,0,0,0,8,1,0
27,160.0,54.0,89,0,0,0,0,5,1,0
21,172.0,55.0,37,0,0,0,0,2,0,1
22,162.0,60.0,42,0,0,0,0,2,1,0
34,170.0,75.0,89,0,0,0,0,9,1,0
25,184.0,85.0,180,0,0,0,0,11,0,1
26,168.0,50.0,180,0,0,0,0,2,1,0
25,168.0,61.0,7,0,0,0,0,11,0,1
21,173.0,63.0,32,0,0,0,0,6,1,0
25,161.0,72.0,32,0,0,0,0,4,1,0
43,168.0,52.0,42,0,0,0,0,21,1,0
28,189.0,86.0,178,0,0,0,0,2,0,1
33,158.0,60.0,109,0,0,0,0,9,1,0
25,167.0,77.0,186,0,0,0,0,18,0,1
24,135.0,54.0,90,0,0,0,0,2,1,0
22,185.0,83.0,123,0,0,0,0,6,0,1
23,196.0,85.0,70,0,0,0,0,2,0,1
21,159.0,61.0,75,0,0,0,0,6,1,0
30,178.0,113.0,186,0,0,0,0,2,1,0
30,180.0,90.0,26,0,0,0,0,1,0,1
31,170.0,91.0,186,0,0,0,0,2,1,0
18,179.0,58.0,113,0,0,0,0,6,1,0
20,186.0,67.0,113,1,0,0,1,6,1,0
27,163.0,55.0,186,0,0,0,0,4,1,0
24,193.0,99.0,11,0,0,0,0,3,0,1
30,160.0,61.0,90,0,0,0,0,2,1,0
24,182.0,72.0,89,0,0,0,0,14,0,1
23,188.0,90.0,7,0,0,0,0,1,0,1
24,177.0,75.0,89,0,1,0,1,9,0,1
31,186.0,81.0,165,0,0,0,0,15,0,1
23,175.0,75.0,189,0,0,0,0,20,0,1
24,168.0,60.0,7,0,0,0,0,2,0,1
22,188.0,80.0,180,0,0,0,0,16,1,0
31,170.0,58.0,89,0,0,0,0,15,1,0
31,193.0,154.0,186,0,0,0,0,2,0,1
20,182.0,69.0,37,0,0,0,0,2,0,1
17,160.0,42.0,37,1,0,0,1,5,0,1
30,180.0,73.0,37,0,0,0,0,22,0,1
25,162.0,54.0,49,0,0,0,0,2,1,0
31,163.0,67.0,186,0,0,0,0,11,1,0
26,160.0,57.0,149,0,1,0,1,1,1,0
31,185.0,96.0,189,0,0,0,0,4,0,1
30,176.0,63.0,89,0,0,0,0,2,1,0
37,168.0,60.0,42,0,0,0,0,2,0,1
29,179.0,70.0,145,0,0,0,0,15,0,1
31,169.0,57.0,84,0,0,0,0,2,1,0
29,181.0,73.0,48,0,0,0,0,11,0,1
31,140.0,48.0,189,0,0,0,0,4,1,0
22,179.0,68.0,32,0,0,0,0,20,1,0
16,170.0,62.0,89,0,0,0,0,6,1,0
27,175.0,65.0,159,0,0,0,0,6,1,0
25,176.0,65.0,145,0,0,0,0,11,1,0
22,186.0,80.0,109,0,0,0,0,6,0,1
46,175.0,74.0,42,0,0,0,0,9,0,1
36,180.0,77.0,36,0,0,0,0,13,0,1
32,158.0,52.0,57,0,0,0,0,1,1,0
28,184.0,77.0,62,0,0,0,0,19,0,1
26,182.0,106.0,57,0,0,0,0,9,0,1
23,168.0,53.0,135,0,0,0,0,19,1,0
33,175.0,62.0,7,0,0,0,0,2,0,1
30,184.0,75.0,66,0,0,0,0,6,0,1
22,183.0,78.0,66,0,0,0,0,16,1,0
26,175.0,116.0,186,0,0,0,0,2,1,0
26,173.0,78.0,90,0,0,0,0,2,0,1
24,181.0,73.0,145,0,0,0,0,6,0,1
23,183.0,70.0,62,0,0,0,0,2,0,1
30,175.0,64.0,145,0,0,0,0,13,0,1
33,187.0,117.0,47,0,0,0,0,2,0,1
35,169.0,54.0,149,0,0,0,0,2,1,0
38,185.0,100.0,89,0,0,0,0,3,1,0
35,189.0,98.0,11,0,0,0,0,11,0,1
22,167.0,59.0,116,0,0,0,0,6,1,0
22,180.0,76.0,62,0,0,0,0,6,1,0
27,162.0,56.0,145,0,0,0,0,9,1,0
28,174.0,78.0,57,0,0,0,0,2,1,0
33,171.0,60.0,57,0,0,0,0,2,0,1
20,167.0,55.0,52,0,0,0,0,16,1,0
19,183.0,100.0,74,0,0,0,0,1,0,1
21,175.0,73.0,137,0,0,0,0,6,0,1
21,160.0,60.0,116,0,0,0,0,1,0,1
25,166.0,66.0,116,0,0,0,0,5,0,1
21,151.0,47.0,189,0,0,0,0,5,1,0
29,175.0,72.0,26,0,0,0,0,5,0,1
33,170.0,62.0,42,0,0,0,0,20,0,1
19,178.0,66.0,57,0,0,0,0,6,1,0
25,172.0,64.0,57,0,0,0,0,15,0,1
24,183.0,77.0,90,0,0,0,0,2,0,1
32,176.0,65.0,18,0,0,0,0,13,1,0
25,171.0,70.0,18,0,0,0,0,19,0,1
22,163.0,58.0,7,0,0,0,0,10,1,0
19,156.0,45.0,5,0,0,0,0,2,1,0
23,172.0,66.0,18,0,0,0,0,10,1,0
27,175.0,69.0,66,0,0,0,0,15,0,1
28,197.0,93.0,186,0,0,0,0,6,0,1
27,180.0,64.0,62,0,0,0,0,22,1,0
26,186.0,95.0,114,0,0,0,0,4,0,1
30,170.0,74.0,180,0,0,0,0,4,0,1
27,167.0,60.0,162,0,0,0,0,16,1,0
29,168.0,63.0,57,0,0,0,0,11,1,0
24,173.0,64.0,49,0,0,0,0,2,1,0
16,183.0,70.0,178,0,0,0,0,2,0,1
18,169.0,62.0,139,0,0,0,0,6,1,0
30,184.0,70.0,49,0,0,0,0,8,0,1
23,163.0,75.0,62,0,0,0,0,5,0,1
22,175.0,60.0,186,0,0,0,0,2,0,1
28,198.0,111.0,159,0,0,0,0,1,0,1
36,170.0,55.0,114,0,0,0,0,2,1,0
25,183.0,77.0,26,0,0,0,0,6,0,1
33,180.0,76.0,101,0,0,0,0,22,0,1
27,174.0,65.0,159,0,0,0,0,11,1,0
35,180.0,100.0,7,0,0,0,0,2,0,1
26,190.0,83.0,89,0,0,0,0,2,0,1
21,173.0,66.0,186,0,0,0,0,10,1,0
22,177.0,63.0,159,0,0,0,0,6,1,0
22,180.0,68.0,159,0,0,0,0,6,1,0
25,177.0,58.0,89,0,0,0,0,22,1,0
26,162.0,58.0,97,0,0,0,0,10,1,0
19,164.0,56.0,165,0,0,0,0,14,1,0
26,174.0,56.0,144,0,0,0,0,2,0,1
29,155.0,45.0,53,0,0,0,0,2,1,0
28,179.0,67.0,45,0,0,0,0,8,0,1
31,170.0,52.0,184,0,0,0,0,9,1,0
25,169.0,68.0,150,0,0,0,0,10,1,0
27,168.0,60.0,165,0,0,0,0,1,0,1
19,169.0,63.0,106,0,0,0,0,1,1,0
31,175.0,59.0,79,0,0,0,0,24,0,1
21,166.0,60.0,79,0,0,0,0,11,1,0
17,165.0,60.0,31,0,0,0,0,2,1,0
20,183.0,83.0,97,0,0,0,0,6,0,1
21,172.0,72.0,177,0,0,0,0,11,0,1
29,193.0,140.0,177,0,0,0,0,2,0,1
29,173.0,56.0,177,0,0,0,0,2,0,1
47,165.0,70.0,11,0,0,0,0,9,0,1
20,168.0,54.0,11,0,0,0,0,9,1,0
22,160.0,50.0,62,0,0,0,0,8,1,0
19,178.0,71.0,24,0,0,0,0,9,0,1
52,175.0,78.0,66,0,0,0,0,13,0,1
19,173.0,62.0,70,0,0,0,0,6,1,0
20,174.0,66.0,135,0,0,0,0,10,1,0
35,190.0,100.0,72,0,0,0,0,3,0,1
23,175.0,58.0,151,0,0,0,0,6,1,0
33,181.0,70.0,62,0,0,0,0,15,0,1
22,170.0,56.0,53,0,0,0,0,2,1,0
21,157.0,59.0,116,0,0,0,0,5,1,0
28,189.0,74.0,0,0,0,0,0,2,0,1
26,186.0,117.0,179,0,0,0,0,4,0,1
25,164.0,78.0,179,0,0,0,0,1,1,0
19,161.0,68.0,94,0,0,0,0,2,0,1
25,163.0,54.0,37,0,0,0,0,22,1,0
19,158.0,47.0,37,1,0,0,1,5,1,0
22,187.0,140.0,177,0,0,0,0,17,0,1
19,163.0,56.0,177,0,0,0,0,12,1,0
23,192.0,88.0,37,0,0,0,0,6,0,1
26,182.0,76.0,37,0,0,0,0,6,0,1
34,164.0,75.0,37,0,1,0,1,9,1,0
30,186.0,79.0,37,0,0,0,0,6,0,1
20,184.0,77.0,37,0,0,0,0,6,0,1
20,181.0,65.0,177,0,0,0,0,2,0,1
19,180.0,62.0,37,0,0,0,0,2,0,1
21,170.0,70.0,37,0,0,0,0,1,1,0
21,168.0,56.0,150,0,0,0,0,6,1,0
27,177.0,82.0,37,0,0,0,0,20,0,1
22,175.0,80.0,156,0,0,0,0,11,0,1
21,179.0,73.0,37,0,0,0,0,6,0,1
24,160.0,50.0,177,0,0,0,0,6,1,0
23,188.0,76.0,37,0,0,0,0,2,0,1
20,162.0,58.0,97,0,0,0,0,10,1,0
23,166.0,72.0,97,0,0,0,0,10,1,0
22,150.0,48.0,112,0,0,0,0,5,1,0
21,185.0,66.0,94,0,0,0,0,2,0,1
26,174.0,65.0,151,0,0,0,0,2,1,0
28,176.0,103.0,184,0,0,0,0,17,1,0
24,190.0,70.0,151,0,0,0,0,2,1,0
33,170.0,52.0,94,0,0,0,0,2,1,0
28,160.0,39.0,94,0,0,0,0,2,1,0
30,180.0,78.0,184,0,0,0,0,6,0,1
19,177.0,73.0,120,0,0,0,0,6,0,1
27,176.0,87.0,120,0,0,0,0,9,0,1
25,175.0,72.0,79,0,0,0,0,1,0,1
23,160.0,48.0,32,0,0,0,0,6,1,0
26,162.0,48.0,94,0,0,0,0,2,1,0
17,170.0,70.0,89,0,0,0,0,5,0,1
30,180.0,56.0,0,0,0,0,0,2,1,0
25,171.0,59.0,66,0,0,0,0,2,1,0
24,198.0,115.0,149,0,0,0,0,3,0,1
17,174.0,57.0,114,0,0,0,0,6,1,0
24,158.0,52.0,149,0,0,0,0,1,1,0
22,165.0,63.0,97,0,0,0,0,10,1,0
38,175.0,70.0,97,0,0,0,0,20,0,1
23,165.0,65.0,97,0,0,1,1,1,0,1
25,177.0,68.0,97,0,0,0,0,11,0,1
26,177.0,72.0,97,0,0,0,0,9,0,1
28,165.0,55.0,53,0,0,0,0,2,0,1
25,169.0,61.0,49,0,0,0,0,6,1,0
27,158.0,69.0,21,0,0,0,0,9,1,0
22,161.0,63.0,146,0,0,0,0,4,1,0
26,165.0,60.0,97,0,0,0,0,1,0,1
27,168.0,55.0,97,0,0,0,0,4,0,1
21,165.0,56.0,97,0,0,0,0,6,1,0
21,173.0,59.0,79,0,0,0,0,25,0,1
22,181.0,74.0,97,0,0,0,0,6,0,1
22,172.0,57.0,97,0,0,0,0,20,0,1
30,166.0,74.0,97,0,0,0,0,9,0,1
26,172.0,62.0,97,0,0,0,0,2,1,0
24,195.0,65.0,72,0,0,0,0,2,0,1
27,178.0,90.0,187,0,0,0,0,1,0,1
37,178.0,80.0,111,0,0,0,0,2,0,1
29,161.0,55.0,57,0,0,1,1,14,1,0
28,186.0,125.0,50,0,0,0,0,2,0,1
28,178.0,70.0,6,0,0,0,0,2,0,1
31,192.0,81.0,62,0,0,0,0,11,0,1
28,186.0,75.0,37,0,0,0,0,16,1,0
26,188.0,120.0,68,0,0,0,0,4,0,1
30,150.0,48.0,186,0,0,0,0,4,1,0
25,155.0,48.0,97,0,0,0,0,1,1,0
29,159.0,43.0,97,0,0,0,0,2,1,0
25,174.0,56.0,151,0,0,0,0,2,1,0
19,190.0,72.0,24,0,0,0,0,2,0,1
22,182.0,75.0,145,0,0,0,0,2,0,1
28,186.0,83.0,184,0,0,0,0,6,0,1
31,180.0,81.0,89,0,0,0,0,1,0,1
26,173.0,66.0,70,0,0,0,0,2,1,0
22,193.0,134.0,57,0,0,0,0,2,0,1
20,193.0,85.0,144,0,0,0,0,6,0,1
26,173.0,72.0,180,0,0,0,0,11,0,1
27,173.0,65.0,180,0,0,0,0,11,0,1
21,178.0,67.0,49,0,0,0,0,7,0,1
29,175.0,71.0,89,0,0,0,0,14,0,1
24,160.0,59.0,62,0,0,0,0,20,1,0
41,172.0,78.0,62,0,0,0,0,9,0,1
27,186.0,77.0,66,0,0,0,0,20,0,1
24,177.0,70.0,89,0,0,0,0,11,1,0
30,173.0,65.0,84,0,0,0,0,13,1,0
